,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,TimelyResponse,TimelyFixes,TimelyReplacements,Reliability,Options,RespectfulResponse,CourteousExchange,ActiveListening,Contract,Churn,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Bandwidth_GB_Year
8219,1.4558946133371267,-0.5065919164222484,0.9141820584202033,-0.7058468380437974,0.7350158308108113,-0.0052879506427475865,2.0293073205191656,-0.6258635316811727,1.2911106205156981,1.0446715089317231,-2.4002035369231036,-1.4547808719219755,-1.446602777027496,1.4647605064018812,0.4948436788828508,-0.48116458471979834,-1.4677424785204796,-0.4818284474094517,2,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.223768076574892
7995,-0.5082853437862037,0.4249000692764709,-0.4869298821231915,1.1492677114986507,-0.4724477133182708,0.6557058797007002,1.0175876473118841,-0.6258635316811727,1.4162317337464763,-0.7026444078831412,0.49067915569344955,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,-1.45681744863776,1.453943336936338,0.47693122604458105,-0.4818284474094517,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.574914067689566
4981,-0.537248804543164,-0.5065919164222484,0.18946898572534393,-0.12064669986751456,1.3151654265844634,-0.3357848658144715,1.0175876473118841,2.519179341088539,-0.9337413375690393,-1.8075778904033126,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,0.4898783058016274,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,0.4903839162092966,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,-1.1456334428373152
4826,-0.6675150873735115,-0.9723379092716081,-1.5498423887423185,0.04046821494238073,0.10357367846217007,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,-1.2478715294856388,1.3385891076665468,-1.436575972717586,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-1.4487185455478664,2.4216049306096417,-0.4818284474094517,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,-1.1797482293401702
5727,-0.6156164459692933,-0.9723379092716081,0.09284057603269602,-1.0454470910594729,0.6375351066438918,-0.6662817809861953,1.0175876473118841,-0.6258635316811727,0.6013235757011288,-0.0038871105542223226,0.49067915569344955,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,-1.4677424785204796,0.4903839162092966,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.5220000315378263
2878,-0.670633163292323,-0.9723379092716081,1.1557530826518232,1.7784712437019548,0.10831514841285879,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,-1.0549792722238478,-0.06241399879220118,0.49067915569344955,-0.48821328709573447,-0.4737697057245398,1.4647605064018812,0.4948436788828508,0.48638937610826977,1.4492680783271112,-0.4818284474094517,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-1.2022590866506802
1483,-0.23008368125224346,0.4249000692764709,1.0591246729591752,-0.9640392340117312,-0.23860206705505707,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-1.009904225762184,-1.8658884350189253,1.4543067198989672,2.4114894673829887,0.4990633655784165,-0.48500389479862627,0.4948436788828508,1.453943336936338,0.47693122604458105,0.4903839162092966,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,-1.2174074926386405
4806,1.2755312440778743,0.8906460621258305,1.349009902037119,-0.47974904944539415,-0.10338257992764571,0.986202794872424,-1.0058516991026796,-0.6258635316811727,-0.5688853243742871,0.5203677470032299,1.4543067198989672,0.4783542977305066,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,-1.4677424785204796,-1.4540408110282002,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-0.6193372018608452
5902,-0.6528254852671106,-0.04084592357288879,-0.3903014724305436,-0.6637839723092567,-0.41128779149650513,-2.3187663568448147,0.005867974104602262,2.519179341088539,0.21168772619378723,0.6992203470177552,-1.436575972717586,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,0.4903839162092966,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.479143482581712
4663,0.7201672776495577,-0.9723379092716081,1.300695697190795,-0.5403384281652724,-2.148009265940563,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-0.8985368470778354,-0.23686054785390712,-0.47294840851206826,-1.4547808719219755,-0.4737697057245398,-1.45988609539888,1.4706742426431563,-0.48116458471979834,-0.4954056262379492,1.462596279828045,2,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.8604453670558097
5676,-0.5985016737038168,0.4249000692764709,0.4793542148032877,-0.6835325358238135,-1.1103568812020648,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,1.266265054793059,-1.8658884350189253,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-1.45988609539888,1.4706742426431563,0.48638937610826977,-0.4954056262379492,0.4903839162092966,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1.0950416324979462
3004,-0.676037828218263,-0.5065919164222484,-1.5015281838959946,-0.8490600956525932,1.4766610356277952,1.6471966252158718,0.005867974104602262,-0.6258635316811727,-1.1826201893284816,1.630222173639893,2.417934284104485,0.4783542977305066,0.4990633655784165,1.4647605064018812,0.4948436788828508,1.453943336936338,0.47693122604458105,-0.4818284474094517,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,-1.0850330159850246
4679,2.008833409606368,0.4249000692764709,0.5276684196496116,-0.431221302356336,-0.281539868954322,0.6557058797007002,2.0293073205191656,-0.6258635316811727,-0.9307840435827274,-0.293720029917352,-0.47294840851206826,0.4783542977305066,0.4990633655784165,1.4647605064018812,1.4706742426431563,-0.48116458471979834,-0.4954056262379492,-1.4540408110282002,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-1.0068828715874778
6506,0.7761540630362177,-0.9723379092716081,0.3344116002643158,-0.6516865231788861,0.556436144354794,-1.657772526501367,0.005867974104602262,-0.6258635316811727,1.3053282927906749,-0.46926343415811606,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,-2.4347682959991337,-1.45681744863776,-0.48116458471979834,-1.4677424785204796,0.4903839162092966,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.3226321403354226
6963,-0.3378998174671481,-0.9723379092716081,-1.2599571596643748,1.763649536833493,-0.8733089224143601,2.3081904555593193,1.0175876473118841,-0.6258635316811727,1.3408078029998747,-0.7605751285503369,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,0.4898783058016274,-1.45681744863776,0.48638937610826977,0.47693122604458105,0.4903839162092966,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1.4430003158397977
4813,0.8123237436944312,-0.04084592357288879,-0.9217577257401072,-0.22628172638846364,-0.3751541612819343,-0.6662817809861953,1.0175876473118841,-0.6258635316811727,-0.1868110043521263,-1.343098379813124,1.4543067198989672,2.4114894673829887,0.4990633655784165,0.4898783058016274,1.4706742426431563,-0.48116458471979834,0.47693122604458105,-0.4818284474094517,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.16062086769707568
6887,-0.3457296525521637,-0.5065919164222484,-0.6318724966621634,0.10201119025920331,-0.2886265351336324,-0.6662817809861953,2.0293073205191656,0.9466579047036832,0.5090626292157937,-0.8183614648839842,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,-0.48500389479862627,0.4948436788828508,0.48638937610826977,0.47693122604458105,0.4903839162092966,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.5351163509009413
6358,1.6126991867653588,-0.9723379092716081,-0.003787833659951896,0.29543384429239056,-0.7300452902416562,-1.9882694416730908,0.005867974104602262,2.519179341088539,1.315968666506067,-0.46926343415811606,0.49067915569344955,-0.48821328709573447,0.4990633655784165,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.38134101151004
4365,-0.6610017732319942,-0.5065919164222484,-0.6318724966621634,0.15968197470877557,0.31314597821032175,1.316699710044148,0.005867974104602262,-0.6258635316811727,-1.0206141364660348,0.34564873073143965,0.49067915569344955,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,0.48638937610826977,0.47693122604458105,0.4903839162092966,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,-0.8514852022374216
7188,0.09634422215933486,-0.5065919164222484,0.8175536487275554,-0.3377908228357007,1.399809570161993,-0.6662817809861953,-1.0058516991026796,0.9466579047036832,0.8930335717431149,-0.2365089021383282,1.4543067198989672,0.4783542977305066,1.4718964368813727,2.4396427070021347,-1.45681744863776,2.421497297764406,0.47693122604458105,1.462596279828045,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.7568118427321504
2641,-0.45215997724759655,0.8906460621258305,1.6872093359613867,-1.1725633969643243,0.11145036560916817,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,-0.9271968364469448,-0.7601885511411577,-1.436575972717586,0.4783542977305066,0.4990633655784165,-1.45988609539888,0.4948436788828508,-1.4487185455478664,-1.4677424785204796,-1.4540408110282002,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,-0.986666753421558
6376,-0.6119440454426931,-0.9723379092716081,1.0108104681128514,0.4342986446785263,-0.8369531723105333,-0.9967786961579193,0.005867974104602262,0.9466579047036832,1.0933898989448065,0.521213093988364,-1.436575972717586,-2.4213484567482166,-1.446602777027496,-1.45988609539888,-0.48098688487745467,-1.4487185455478664,0.47693122604458105,-0.4818284474094517,2,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.9772030558697704
850,-0.6155471553933197,-0.9723379092716081,-1.5015281838959946,0.6496586306146457,2.213842574932285,1.6471966252158718,0.005867974104602262,-0.6258635316811727,-0.875180041903494,1.5716945401924507,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,1.4647605064018812,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-2.4262531746469485,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,-0.8433494008105915
3228,-0.18941011315574663,0.4249000692764709,1.349009902037119,1.1191228527680197,-0.24759517816276957,-0.6662817809861953,1.0175876473118841,-0.6258635316811727,-0.9004323350132023,1.9800793865066804,1.4543067198989672,1.4449218825567476,1.4718964368813727,0.4898783058016274,0.4948436788828508,0.48638937610826977,-1.4677424785204796,0.4903839162092966,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.6090273155266733
6641,-0.6077173203083042,-0.04084592357288879,0.6242968293422596,-0.7976151728080628,1.6107428162815327,0.3252089645289763,1.0175876473118841,-0.6258635316811727,1.323995747796603,-0.06257468458276387,0.49067915569344955,-0.48821328709573447,0.4990633655784165,-1.45988609539888,1.4706742426431563,0.48638937610826977,-0.4954056262379492,-1.4540408110282002,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1.2108131824025838
5705,1.8279850063153003,-0.04084592357288879,-1.211642954818051,1.0818105932114885,0.4209329308242733,-1.3272756113296431,0.005867974104602262,0.9466579047036832,1.3502549874822105,0.5789155942573697,0.49067915569344955,1.4449218825567476,1.4718964368813727,-0.48500389479862627,-0.48098688487745467,1.453943336936338,0.47693122604458105,-2.4262531746469485,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.5893965465315594
3496,-0.6666143098858549,0.8906460621258305,0.044526371186372066,-1.1284656717008632,0.7068963265249423,-0.3357848658144715,-1.0058516991026796,0.9466579047036832,-1.254345725099516,0.5210500794182279,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,-1.45988609539888,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,-1.2255237104656636
1147,-0.004196403578342943,0.4249000692764709,-0.19704465304524774,-0.8521372089555636,0.5231898139527252,-0.0052879506427475865,0.005867974104602262,0.9466579047036832,-1.0049951010667304,0.3460540548161849,0.49067915569344955,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-1.0045146539698897
2616,-0.6570522104014995,-0.5065919164222484,-0.5835582918158394,0.5213216926954083,-1.236376482758926,-0.9967786961579193,1.0175876473118841,-0.6258635316811727,-0.1727355314912951,1.9216363343333425,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,1.4706742426431563,0.48638937610826977,-0.4954056262379492,-1.4540408110282002,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.12491212078922126
7590,-0.4091305295679977,-0.9723379092716081,0.3344116002643158,-1.1860438980575374,0.4992192706125021,1.316699710044148,-1.0058516991026796,-0.6258635316811727,1.2125541425686486,-0.8188737963901257,0.49067915569344955,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,-0.48098688487745467,1.453943336936338,-0.4954056262379492,-1.4540408110282002,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1.043490479234182
1127,-0.6357800035776077,-0.5065919164222484,1.204067287498147,0.4582747370261715,0.3432137595556877,0.3252089645289763,1.0175876473118841,-0.6258635316811727,-0.46745767153989043,-1.342587748316071,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,2.4348086434467935,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-0.7168067721646305
7824,-0.5471573569073872,-0.04084592357288879,-1.3565855693570228,-0.6163222391177124,-1.160926624037583,1.6471966252158718,1.0175876473118841,0.9466579047036832,0.9069770563179439,-0.5277647058207883,0.49067915569344955,0.4783542977305066,-1.446602777027496,1.4647605064018812,0.4948436788828508,0.48638937610826977,0.47693122604458105,-0.4818284474094517,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.8336930148194795
2767,-0.34295802951322013,-0.5065919164222484,-0.05210203850627586,1.4494385715685207,-1.8454813047013225,0.986202794872424,2.0293073205191656,-0.6258635316811727,-0.9538191384665414,-0.0038871105542223226,1.4543067198989672,0.4783542977305066,0.4990633655784165,0.4898783058016274,0.4948436788828508,0.48638937610826977,-0.4954056262379492,0.4903839162092966,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-1.0013117420304305
2347,-0.5081467626342565,-0.9723379092716081,-0.10041624335259981,-1.0327542203276632,0.3940903638745209,1.6471966252158718,-1.0058516991026796,0.9466579047036832,-0.6910902150452861,-0.46969891593833646,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,-0.5691435548063558
2509,1.0413290972871432,-0.9723379092716081,-1.6464707984349665,0.26379351629834746,0.14153904168178685,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,-0.9834502061220917,0.22958235679459124,-0.47294840851206826,-1.4547808719219755,0.4990633655784165,0.4898783058016274,-0.48098688487745467,1.453943336936338,1.4492680783271112,-1.4540408110282002,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-1.0383966681610928
2358,0.8992141259653119,-0.5065919164222484,-1.4532139790496708,2.7050820144504026,0.6647405926260137,1.316699710044148,0.005867974104602262,-0.6258635316811727,-1.2120322850138447,-0.004208482135347705,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,0.4903839162092966,2,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,-1.272334659889856
2338,-0.01853955280487589,-0.9723379092716081,-1.115014545125403,-0.8551199910220938,0.02505211337518272,1.316699710044148,-1.0058516991026796,-0.6258635316811727,-0.9428820369310991,-1.2833814852131522,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,1.4647605064018812,-0.48098688487745467,-1.4487185455478664,0.47693122604458105,-0.4818284474094517,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,-1.0106182527176586
5319,0.5839420052854815,0.4249000692764709,1.2523814923444712,0.9115022837644835,0.592714606146171,-0.6662817809861953,-1.0058516991026796,0.9466579047036832,0.61038160274422,0.5204725420840317,0.49067915569344955,-0.48821328709573447,-0.4737697057245398,1.4647605064018812,-1.45681744863776,0.48638937610826977,1.4492680783271112,0.4903839162092966,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0.48650925238670567
8843,-0.6174872915205802,1.82213804782455,1.1557530826518232,-0.19376475622720343,1.4203312972979636,-1.657772526501367,-1.0058516991026796,0.9466579047036832,1.3228558833438502,-0.17730201026492406,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,0.4948436788828508,1.453943336936338,0.47693122604458105,-0.4818284474094517,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.2872324541337385
4918,-0.6520632889314012,-0.5065919164222484,0.09284057603269602,0.7162625122293463,0.9209782312864342,1.316699710044148,1.0175876473118841,-0.6258635316811727,-0.9217671636041549,-0.3526055502096308,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,-1.45681744863776,1.453943336936338,1.4492680783271112,0.4903839162092966,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-1.0576058265451316
1921,0.5906631911549196,2.2878840406739096,-1.211642954818051,-0.3569145305660194,0.7215080549935821,-1.3272756113296431,1.0175876473118841,0.9466579047036832,-1.182462303465825,-0.2948056836666627,-0.47294840851206826,0.4783542977305066,-1.446602777027496,1.4647605064018812,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,0.4903839162092966,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,-0.9957913161759715
8672,1.0264316234528215,0.4249000692764709,0.044526371186372066,1.0675999116076362,1.1112754979820345,1.316699710044148,-1.0058516991026796,-0.6258635316811727,1.3922378517489866,1.106344578373327,-1.436575972717586,0.4783542977305066,-0.4737697057245398,-1.45988609539888,0.4948436788828508,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1.4265844657413405
4926,-0.04750301356183614,-0.5065919164222484,1.6388951311150628,0.7618986168299386,-0.6799459980036545,2.3081904555593193,0.005867974104602262,0.9466579047036832,-0.6394763659895928,-0.0042946469795620106,-1.436575972717586,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,1.4706742426431563,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517,2,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.58050481637191
8975,-0.6341863203302152,-0.5065919164222484,-0.8251293160474592,-0.8601748686319288,-1.0631330502233147,1.316699710044148,0.005867974104602262,-0.6258635316811727,0.8392500470519066,-0.004208482135347705,2.417934284104485,1.4449218825567476,0.4990633655784165,0.4898783058016274,-1.45681744863776,1.453943336936338,0.47693122604458105,1.462596279828045,2,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.7635095717949536
5512,1.704439909354391,1.82213804782455,-1.6464707984349665,-0.38724840639823915,1.0219940556575529,0.3252089645289763,2.0293073205191656,0.9466579047036832,0.5284611253588054,-0.9920697908209305,0.49067915569344955,0.4783542977305066,0.4990633655784165,-1.45988609539888,1.4706742426431563,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0.5512069375504299
1944,-0.5224206212848159,-0.04084592357288879,0.5759826244959356,-1.0931357866244065,-0.49067999228538944,-0.6662817809861953,0.005867974104602262,2.519179341088539,-1.040335067738396,-0.17782270208973414,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,0.4898783058016274,-1.45681744863776,-0.48116458471979834,-0.4954056262379492,-1.4540408110282002,2,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-1.1206603130603223
7236,-0.06898309211364877,0.8906460621258305,-0.8734435208937832,-0.6298357206808087,0.3677854547505027,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,1.358972643587187,-0.2948192138759836,0.49067915569344955,1.4449218825567476,0.4990633655784165,-0.48500389479862627,0.4948436788828508,1.453943336936338,0.47693122604458105,-0.4818284474094517,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1.2784764234644455
6968,-0.03260553972751448,0.8906460621258305,0.4793542148032877,0.4178452911226188,-0.5828822946878197,0.3252089645289763,-1.0058516991026796,0.9466579047036832,0.4200162971459848,-0.06241399879220118,0.49067915569344955,1.4449218825567476,1.4718964368813727,0.4898783058016274,0.4948436788828508,0.48638937610826977,-0.4954056262379492,-1.4540408110282002,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.3375342604040099
1158,-0.5786845689753702,-0.9723379092716081,1.397324106883443,-0.8928563865138964,0.443533273357783,0.3252089645289763,1.0175876473118841,2.519179341088539,-0.5810718780806671,-0.23645405937937478,-1.436575972717586,-1.4547808719219755,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-1.4487185455478664,0.47693122604458105,-0.4818284474094517,2,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,-0.7534051780622665
4075,2.83283693908429,2.7536300335232693,-0.3903014724305436,-0.8121638155710403,-0.9774098945967664,-1.657772526501367,1.0175876473118841,-0.6258635316811727,-1.2089964409788145,0.5789155942573697,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,0.4948436788828508,1.453943336936338,-0.4954056262379492,-0.4818284474094517,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.8890426342307927
1982,-0.6124290794745082,-0.9723379092716081,1.397324106883443,-0.8050730145461594,-0.4856452152051729,-1.657772526501367,-1.0058516991026796,-0.6258635316811727,-0.3688459937038199,0.17053109726007573,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,1.4647605064018812,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.5298823279382493
2223,-0.019856073748374083,-0.04084592357288879,-0.970071930586431,-1.065042100343283,0.49728706280127155,0.6557058797007002,-1.0058516991026796,2.519179341088539,-0.9057515763960706,-0.23653917627278173,0.49067915569344955,0.4783542977305066,1.4718964368813727,-1.45988609539888,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,1.462596279828045,2,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,-0.7319176017560752
658,-0.31738980697896574,-0.9723379092716081,-1.5498423887423185,-0.9267606641825001,-2.1413890901728467,0.3252089645289763,1.0175876473118841,-0.6258635316811727,-0.88047751505211,0.640588500684404,1.4543067198989672,1.4449218825567476,0.4990633655784165,-0.48500389479862627,1.4706742426431563,-0.48116458471979834,0.47693122604458105,-2.4262531746469485,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.6518367938812297
5638,-0.6024512365343113,-0.04084592357288879,1.349009902037119,-0.6617728729038005,0.6790893358502803,0.3252089645289763,0.005867974104602262,2.519179341088539,1.4146403105158252,-0.9928359593005701,-0.47294840851206826,0.4783542977305066,0.4990633655784165,-0.48500389479862627,0.4948436788828508,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1.4677120768781664
1086,-0.6196352993757615,-0.5065919164222484,-0.2936730627378957,-0.4462791919446063,-0.7904930923381054,1.316699710044148,-1.0058516991026796,-0.6258635316811727,-0.9682094499068494,0.6999856072733608,0.49067915569344955,1.4449218825567476,-0.4737697057245398,2.4396427070021347,0.4948436788828508,1.453943336936338,0.47693122604458105,0.4903839162092966,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,-0.916576742735871
